sample_index,reference,real_eeg,shuffled_eeg,exact_match
117,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was awarded the 1921 Nobel Prize for Physics by his wife, Marie Louise Baels (who had been married to him since 1876), and in 1923 he received a Ph.D from Harvard University with an A.S., respectively as well as ""miracle","He attended the University of Wisconsin-Madison and received a scholarship to Harvard Law School, where he was educated until his death.",False
118,These events soon led to the American Civil War.,"He married Coretta Scott on June 12, 1953.","He was awarded the 1921 Nobel Prize for Physics, along with his explanation of ""miracle year"" and ""for his services to medical research"".",False
119,"Dole has worked part-time for a Washington, DC, law firm, and engaged in a career of writing, consulting, public speaking, and television appearances.","He was a member of the Skull and Bones society, but left in 1879 to become an apprentice machinist with the American Chemical Company.",He graduated from Morehouse College with a Bachelor of Arts degree in economics.,False
120,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.","The movie is a blast of colorful, beautifully realized artifice that permeates the film.","It's a great American adventure, but it is also one that will leave you scratching your head.",False
121,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,"The movie is a blast of energy and the characters are transported into an emotionally unavailable, hyperrealistic experience.",He graduated from Morehouse College in 1876 and enrolled at the University of Wisconsin-Madison.,False
122,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.","He was awarded the 1921 Nobel Prize for Physics, along with his explanation of ""miracle year"" and ""for his services to medical research"".","The movie is a blandly unfunny and unimpressive affair, but it's also one of the best films in recent years.",False
123,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He attended the University of Wisconsin-Madison and received a scholarship to Harvard Law School, where he was educated until his death.","He was a member of the Skull and Bones society, as well as an honorary fellow at Yale University.",False
124,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.","The movie is a blandly unfunny and unimpressive affair, but it's also one of the best films in recent years.",It's a good sign that the American Dream is alive and well.,False
125,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","He was a member of the Skull and Bones society, as well as an honorary fellow at Yale University.","He was awarded the 1921 Nobel Prize for Physics by his fellow-elect Robert A. Lovett, along with a Ph.D from Harvard University in 1922.",False
126,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.","He was born in New York City to William Cecil, Jr., a U.S. ambassador to France and his wife Eleanor Roosevelt; their son George H. W. Bush (daughter of President James Monroe), and grandson of Charles E.W. Bush, were","He was born in St Germain, France to a small town councilman and his wife were both of French descent.",False
127,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",He was a member of the left-wing Democratic Party and is currently aligned with the Federalists.,"It's a great American adventure, but it is also one that will only satisfy the most hardcore of viewers.",False
128,Adams received one electoral vote in the presidential election of 1820.,"He was born in San Juan, Puerto Rico.","In so doing, he was awarded the Presidential Medal of Freedom.",False
129,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","In 1968, he joined the United States Rubber Company (based in New York City) as manager of foreign division and moved to Greenwich.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as deputy director (1970-72) from 1972 until 1977.",False
