sample_index,reference,real_eeg,shuffled_eeg,exact_match
127,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Fitzgerald Kennedy (born April 5, 18, in Boston) was a United States Navy officer, and a member of the House of Representatives from 1973 until 1977.","In 1894, he was sent to the University of California, Los Angeles, where he earned a Bachelor of Arts in economics from the University.",False
128,"A lousy movie that's not merely unwatchable, but also unlistenable.","It's a strange way to spend a night, but it's a good one.","In 1998, he was married to actress who had been married for five years.",False
129,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.",The movie is a work of a movie that's a little too far into the subject matter.,"John Fitzgerald Kennedy (January 23, 1876 - January 23, 1943) was an American novelist, and the founder of the American Revolution.",False
130,She was the fifth of nine children.,He graduated from Dartmouth College in 1953.,"It's a strange way to spend a night, but it's a good one.",False
131,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",He was elected to the House of Representatives in the Republican Party.,"He was born in St. Germain, France, in 1876 and was a member of the United States.",False
132,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.","A work of art, and a work of a great director, is a work that's both engaging and poignant.",He graduated from Dartmouth College in 1953 and earned a Bachelor of Arts from Dartmouth in 1953.,False
133,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","John Fitzgerald Kennedy (born May 18, 18, in San Juan, California) was a Republican politician who served as the House of Representatives from 1974 to 1978.","He was elected to the United States House of Representatives as a Democrat and was a member of the House of Commons from 1974 until 1977, and was the Secretary of Defense under President George W. Bush.",False
134,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,"He was elected to the United States House of Representatives as a Democrat and was a member of the House of Commons from 1974 until 1977, and was the Secretary of Defense under President George W. Bush.",The movie is a work of a movie that's a little too far into the subject matter.,False
135,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.","In 1876, he joined the United States Rubber Company as a contract position with the firm until 1975 until 1979.","John Fitzgerald Kennedy (born May 18, 18, in San Juan, California) was a Republican politician who served as the House of Representatives from 1974 to 1978.",False
136,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.","He married to actress Married to actress Rose Kennedy in 1952, and they had three children.",He graduated from Dartmouth College in 1953.,False
137,"The couple have four children: daughters Katherine and Christina, and sons Patrick and Christopher.","In 1998, he was married to actress who had been married for five years.",The movie is a work of a movie that's a bit too far into the present.,False
138,"If you already like this sort of thing, this is that sort of thing all over again.","A work of a movie, but it's a work of art, and it's just a work.","The movie is a little too long, but it's a good one.",False
139,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Fitzgerald Kennedy (May 23, 18, Dublin, Ireland) is an American film and television actor, known for his role in the 1960s, and for his part in the American Civil War, the longest serving of the United States, and the longest reigning of",The movie's a bit too far into the subject matter for its scope.,False
140,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.","He graduated from the University of Pennsylvania with a Bachelor of Arts in economics from Dartmouth College in 1953, and earned a Juris Doctor from Dartmouth in 1956.","In 1876, he joined the United States Rubber Company as a contract position with the firm until 1975 until 1979.",False
